Movie Title,Rating,Actors
Однажды в Америке,8.3,"Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden, Darlanne Fluegel, Larry Rapp, Dutch Miller, Robert Harper, Richard Bright, Gerard Murphy, Amy Ryder, Olga Karlatos, Mario Brega, Ray Dittrich, Frank Gio, Karen Shallo, Angelo Florio, Scott Tiler, Rusty Jacobs, Brian Bloom, Adrian Curran, Mike Monetti, Noah Moazezi, James Russo, Frankie Caserta, Joey Marzella, Clem Caserta, Frank Sisto, Jerry Strivelli, Julie Cohen, Marvin Scott, Mike Gendel, Paul Herman, Ann Neville, Joey Faye, Linda Ipanema, Tandy Cronyn, Richard Zobel, Baxter Harris, Arnon Milchan, Bruno Iannone, Marty Licata, Marcia Jean Kurtz, Estelle Harris, Richard Foronjy, Gerritt Debeer, Jennifer Connelly, Alexander Godfrey, Cliff Cudney, Paul Farentino, Bruce Bahrenburg, Mort Freeman, Sandra Solberg, Jay Zeely, Massimo Liti, Louise Fletcher"
Поющие под дождем,8.3,"Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen, Millard Mitchell, Cyd Charisse, Douglas Fowley, Rita Moreno"
Капернаум,8.4,"Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad, Fadi Yousef, Cedra Izzam, Alaa Chouchnieh, Elias Khoury"
Иди и смотри,8.4,"Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas, Jüri Lumiste, Viktors Lorencs, Kazimir Rabetsky, Evgeniy Tilicheev, Aleksandr Berda, G. Velts, V. Vasilyev, Igor Gnevashev, Vasiliy Domrachyov, G. Yelkin, Evgeniy Kryzhanovskiy, N. Lisichenok, Viktor Manaev, Takhir Matyullin, Pyotr Merkurev, Valentin Mishatkin, Gennadiy Matytsky, Yevgeniya Polyakova, Anatoly Slivnikov, Georgiy Strokov, Tatyana Shestakova, Oleg Shapko"
Реквием по мечте,8.3,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans, Christopher McDonald, Louise Lasser, Marcia Jean Kurtz, Janet Sarno, Suzanne Shepherd, Joanne Gordon, Charlotte Aronofsky, Mark Margolis, Michael Kaycheck, Jack O'Connell, Chas Mastin, Ajay Naidu, Sean Gullette, Samia Shoaib, Peter Maloney, Abraham Abraham, Aliya Campbell, Te'ron A. O'Neal, Denise Dowse, Bryan Chattoo, Eddie De Harp, Scott Franklin, Peter Cheyenne, Brian Costello, Abraham Aronofsky, James Chinlund, Olga Merediz, Allison Furman, Robert Dylan Cohen, Ben Shenkman, Keith David, Dylan Baker, Shaun O'Hagan, Leland Gantt, Bill Buell, Jimmie Ray Weeks, Gregg Bello, Henry Stram, Heather Litteer, Jenny Decker, Ami Goodheart, Nina Zavarin, Stanley B. Herman, Scott Bader, Jim Centofanti, Scott Chait, Daniel Clarin, Ben Cohen, Eric Cohen, Brett Feinstein, Ricky Fier, John Getz, Andrew Kessler, Ross Lombardo, Carter Mansbach, Scott Miller, Todd Miller, Joshua Pollack, Craig Rallo, Geordan Reisner, Keith Scandore, David Seltzer, Chris Varvaro, Ricardo Viñas, Chad Weiner, Jesse Weissberger, Greg Weissman, Hubert Selby Jr., Lianna Pai"
История игрушек: Большой побег,8.3,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty, Don Rickles, Michael Keaton, Wallace Shawn, John Ratzenberger, Estelle Harris, John Morris, Jodi Benson, Emily Ricks Hahn, Laurie Metcalf, Blake Clark, Teddy Newton, Bud Luckey, Bea Miller, Javier Fernández-Peña, Timothy Dalton, Lori Alan, Charlie Bright, Kristen Schaal, Jeff Garlin, Bonnie Hunt, John Cygan, Jeff Pidgeon, Whoopi Goldberg, Jack Angel, R. Lee Ermey, Jan Rabson, Richard Kind, Erik von Detten, Amber Kroner, Brianna Maiwand, Jack Willis, Carlos Alazraqui, Teresa Ganzel, Jess Harnell, Danny Mann, Mickie McGowan, Laraine Newman, Colleen O'Shaughnessey, Bob Peterson, Jerome Ranft, Lee Unkrich, Jim Ward, Colette Whitaker, Constantino Bravos, Taiana Huff, Adam Joshua Jastrow, Leo Jergovic, Theodore F. Kayser, Gia Michailidis, Nikolas Michailidis, Aramé Scott, Woody Smith, Hannah Unkrich"
Звёздные войны: Эпизод 6 - Возвращение Джедая,8.3,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels, Peter Mayhew, Sebastian Shaw, Ian McDiarmid, Frank Oz, James Earl Jones, David Prowse, Alec Guinness, Kenny Baker, Michael Pennington, Kenneth Colley, Michael Carter, Denis Lawson, Tim Rose, Dermot Crowley, Caroline Blakiston, Warwick Davis, Jeremy Bulloch, Femi Taylor, Annie Arbogast, Claire Davenport, Jack Purvis, Mike Edmonds, Jane Busby, Malcolm Dixon, Mike Cottrell, Nicolas Read, Adam Bareham, Jonathan Oliver, Pip Miller, Tom Mannion, Margo Apostolos, Ray Armstrong, Eileen Baker, Michael Henbury Ballan, Bobby Bell, Patty Bell, Alan Bennett, Sarah Bennett, Pamela Betts, Danny Blackner, Linda Bowley, Peter Burroughs, Debbie Lee Carrington, Maureen Charlton, Willie Coppen, Sadie Corre, Tony Cox, John Cumming, Jean D'Agostino, Luis De Jesus, Debbie Dixon, Margarita Farrell, Phil Fondacaro, Sal Fondacaro, Tony Friel, Daniel Frishman, John Ghavan, Michael Gilden, Paul Grant, Lydia Green, Lars Green, Pam Grizz, Andrew Herd, J.J. Jackson, Richard Jones, Trevor Jones, Glynn Jones, Karen Lay, John Lummiss, Nancy Maclean, Peter Mandell, Carole Morris, Stacie Nichols, Chris Nunn, Barbara O'Laughlin, Brian Orenstein, Harrell Parker Jr., John Pedrick, April Perkins, Ronnie Phillips, Katie Purvis, Carol Read, Nicholas Read, Diana Reynolds, Daniel Rodgers, Chris Romano, Dean Shackelford, Kiran Shah, Felix Silla, Linda Spriggs, Gerald Staddon, Josephine Staddon, Kevin Thompson, Kendra Wall, Brian Wheeler, Butch Wilhelm, Dalyn Chew, Celia Fushille-Burke, Mercedes Ngoh, Jennifer Jaffe"
Вечное сияние чистого разума,8.3,"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood, Thomas Jay Ryan, Mark Ruffalo, Jane Adams, David Cross, Kirsten Dunst, Tom Wilkinson, Ryan Whitney, Debbon Ayer, Amir Ali Said, Brian Price, Paulie Litt, Josh Flitter, Lola Daehler, Deirdre O'Connell"
Охота,8.3,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm, Susse Wold, Anne Louise Hassing, Lars Ranthe, Alexandra Rapaport, Sebastian Bull, Steen Ordell Guldbrand Jensen, Daniel Engstrup, Troels Thorsen, Søren Rønholt, Hana Shuan, Jytte Kvinesdal, Josefine Gråbøl, Bjarne Henriksen, Nicolai Dahl Hamilton, Øyvind Hagen-Traberg, Allan Wibor Christensen, Rikke Bergmann, Rasmus Lind Rubin, Frank Rubæk, Jakob Højlev Jørgensen, Nina Christrup, Birgit Petersen, Karina Fogh Holmkjær, Heidi Gross, Marie Aktor, Mona C. Soliman, Mie Ravn Nielsen, Kim Westi, Thomas Ravn, Katrine Brygmann Salomon, Rosa"
2001 год: Космическая одиссея,8.3,"Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter, Leonard Rossiter, Margaret Tyzack, Robert Beatty, Sean Sullivan, Douglas Rain, Frank W. Miller, Bill Weston, Ed Bishop, Glenn Beck, Alan Gifford, Ann Gillis, Edwina Carroll, Penny Brahms, Heather Downham, Mike Lovell, John Ashley, Jimmy Bell, David Charkham, Keith Denny, Jonathan Daw, Péter Delmár, Terry Duggan, David Fleetwood, Danny Grover, Brian Hawley, David Hines, Anthony Jackson, John Jordan, Scott MacKee, Laurence Marchant, Darryl Paes, Joe Refalo, Andy Wallace, Bob Wilyman, Richard Woods"
Жить,8.3,"Takashi Shimura, Shin'ichi Himori, Haruo Tanaka, Minoru Chiaki, Miki Odagiri, Bokuzen Hidari, Minosuke Yamada, Kamatari Fujiwara, Makoto Kobori, Nobuo Kaneko, Nobuo Nakamura, Atsushi Watanabe, Isao Kimura, Masao Shimizu, Yûnosuke Itô, Kumeko Urabe, Eiko Miyoshi, Noriko Honma, Yatsuko Tan'ami, Kin Sugai, Yoshie Minami, Kyôko Seki, Kusuo Abe, Tomo'o Nagai, Seiji Miyaguchi, Daisuke Katô, Hiroshi Hayashi, Fuyuki Murakami, Hirayoshi Aono, Toranosuke Ogawa, Taizô Fukami, Katao Kawasaki, Keiichirô Katsumoto, Fujio Nagahama, Akira Sera, Ichirô Chiba, Akira Tani, Yôyô Kojima, Haruko Toyama, Mie Asô, Toshiyuki Ichimura, Harue Kuramoto, Rasa Saya"
Бешеные псы,8.3,"Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn, Steve Buscemi, Lawrence Tierney, Randy Brooks, Kirk Baltz, Edward Bunker, Quentin Tarantino, Rich Turner, David Steen, Tony Cosmo, Stevo Polyi, Michael Sottile, Robert Ruth, Lawrence Bender, Linda Kaye, Suzanne Celeste, Steven Wright, Laurie Lathem, Maria Strova, Burr Steers, Craig Hamann"
Лоуренс Аравийский,8.3,"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins, Omar Sharif, José Ferrer, Anthony Quayle, Claude Rains, Arthur Kennedy, Donald Wolfit, I.S. Johar, Gamil Ratib, Michel Ray, John Dimech, Zia Mohyeddin, Howard Marion-Crawford, Jack Gwillim, Hugh Miller"
Квартира,8.3,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, Jack Kruschen, David Lewis, Hope Holiday, Joan Shawlee, Naomi Stevens, Johnny Seven, Joyce Jameson, Willard Waterman, David White, Edie Adams"
Пожары,8.3,"Mustafa Kamel, Hussein Sami, Rémy Girard, Mélissa Désormeaux-Poulin, Maxim Gaudette, Dominique Briand, Lubna Azabal, Frédéric Paquet, Hamed Najem, Ahmad Massad, Bader Alami, Majida Hussein, Asriah Nijres, John Dunn-Hill, Nadia Essadiqi, Chaouki Charbel, Axel Garbi, Amine Benzenine, Joyce Raie, Celine Soulier, Sumaya Al-Attia, Moh'd Rashed Ajlouni, Nabil Koni, Laila Qutub, Raja'a Hikma, Rand Faris, Hayef Majeed Mubarak, Sulwan Daoud, Nafeh Niam, Widad Shafago, Baker Kabbani, Basel Karim Hazem, Jackie Sawiris, Noura Waleed, Kamal Fanni, Abdallah Hweidi, Firas Fanni, Ramzi Fanni, Fadel Abdel Latif, Ali Hussein, Zeinab Mohammad, Rehab Hazim, Baraka Rahmani, Yada Mahmoud, Hadeel Hisham, Hind Kamel, Rasmeyeh Leftey, Lara Atalla, Sajida Hussein, Raya Hamdan, Ahmad Srour, Ali Elayan, Anton Atalla, Karim Shiyab, Kamal Al Muhaisen, Marwan Dudin, Maria Mohammedi, Zalfa Chelhot, Michael Zananiri, Robert Auclair, Belkacem Lahbairi, Shadi Bishara Jou'aneh, Nabil Sawalha, Camille Rizkallah, Abdelghani Ben Rafalia, Abdelghafour Elaaziz, Baya Belal, Georges Khayat, Allen Altman, Christine Aubin Khalifah, Mohammad Sami, Sam Jamal, Jihad Hazem, Ram Qabil, Yousef Soufan, Yousef Shweihat, Jabar Risheq, Karim Babin, Adel Ladikani, Mher Karakashian, Mohamed Majd, Aladeen Tawfeek"
Оппенгеймер,8.3,"Cillian Murphy, Emily Blunt, Robert Downey Jr., Alden Ehrenreich, Scott Grimes, Jason Clarke, Kurt Koehler, Tony Goldwyn, John Gowans, Macon Blair, James D'Arcy, Kenneth Branagh, Harry Groener, Gregory Jbara, Ted King, Tim DeKay, Steven Houska, Tom Conti, David Krumholtz, Petrie Willink, Matthias Schweighöfer, Josh Hartnett, Alex Wolff, Josh Zuckerman, Rory Keane, Michael Angarano, Dylan Arnold, Emma Dumont, Florence Pugh, Sadie Stratton, Jefferson Hall, Britt Kyle, Guy Burnet, Tom Jenkins, Matthew Modine, Louise Lombard, David Dastmalchian, Michael Andrew Baker, Jeff Hephner, Matt Damon, Dane DeHaan, Olli Haaskivi, David Rysdahl, Josh Peck, Jack Quaid, Brett DelBuono, Benny Safdie, Gustaf Skarsgård, James Urbaniak, Trond Fausa, Devon Bostick, Danny Deferrari, Christopher Denham, Jessica Erin Martin, Ronald Auguste, Rami Malek, Máté Haumann, Olivia Thirlby, Jack Cutmore-Scott, Casey Affleck, Harrison Gilbertson, James Remar, Will Roberts, Pat Skipper, Steve Coulter, Jeremy John Wells, Sean Avery, Adam Kroeger, Drew Kenney, Bryce Johnson, Flora Nolan, Kerry Westcott, Christina Hogue, Clay Bunker, Tyler Beardsley, Maria Teresa Zuppetta, Kate French, Gary Oldman, Hap Lawrence"
На север через северо-запад,8.3,"Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis, Leo G. Carroll, Josephine Hutchinson, Philip Ober, Martin Landau, Adam Williams, Edward Platt, Robert Ellenstein, Les Tremayne, Philip Coolidge, Patrick McVey, Edward Binns, Ken Lynch"
Лицо со шрамом,8.3,"Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio, Robert Loggia, Miriam Colon, F. Murray Abraham, Paul Shenar, Harris Yulin, Ángel Salazar, Arnaldo Santana, Pepe Serna, Michael P. Moran, Al Israel, Dennis Holahan, Mark Margolis, Michael Alldredge, Ted Beniades, Richard Belzer, Paul Espel, John Brandon, Tony Perez, Garnett Smith, Loren Almaguer, Gil Barreto, Heather Benna, Sue Bowser, Tina Leigh Cameron, Victor Campos, Robert Hammer Cannerday, Rene Carrasco, Albert Carrier, John Carter, Richard Caselnova, Gary Carlos Cervantes, Carlos Cestero, Johnny Contardo, Roberto Contreras, Caesar Cordova, Gregory Cruz, Dante D'Andre, Richard Delmonte, Wayne Doba, Michel François, Ben Frommer, Edward R. Frommer, John Gamble, Troy Isaacs, Ronald G. Joseph, Mario Machado, Joe Marmo, Ray Martel, John McCann, Richard Mendez, Victor Millan, Santos Morales, Mike Moroff, Angela Nisi, Manuel Padilla Jr., Tony Pann, Ilka Tanya Payán, Barbra Perez, Michael Rougas, Anthony Saenz, Geno Silva, Arnold Tafolla, Charles A. Tamburro, Jim Towers, Robert Vandenberg, Bob Yanez, Angela Aames, Nancy Lee Andrews, Dona Baldwin, Lee Benton, Cynthia Burr, Lana Clarkson, Karen Criswell, Margo Kelly, Ava Lazar, Emilia Crow, Marii Mak, Shelley Taylor Morgan, Catharine Richardson, Pat Simmons, Terri Taylor, Charlie Adiano, Lisa Katz, Jeanette Linne, Margaret Michaels, Rhonda Sandberg, Katt Shea, Marcia Wolf"
Гражданин Кейн,8.3,"Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick, Ray Collins, Erskine Sanford, Everett Sloane, William Alland, Paul Stewart, George Coulouris, Fortunio Bonanova, Gus Schilling, Philip Van Zandt, Georgia Backus, Harry Shannon, Sonny Bupp, Buddy Swan, Orson Welles"
Двойная страховка,8.3,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall, Jean Heather, Tom Powers, Byron Barr, Richard Gaines, Fortunio Bonanova, John Philliber"
М убийца,8.3,"Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke, Theodor Loos, Gustaf Gründgens, Friedrich Gnaß, Fritz Odemar, Paul Kemp, Theo Lingen, Rudolf Blümner, Georg John, Franz Stein, Ernst Stahl-Nachbaur, Gerhard Bienert, Karl Platen, Rosa Valetti, Hertha von Walther"
Головокружение,8.3,"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore, Henry Jones, Raymond Bailey, Ellen Corby, Konstantin Shayne, Lee Patrick"
Цельнометаллическая оболочка,8.2,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey, Dorian Harewood, Kevyn Major Howard, Arliss Howard, Ed O'Ross, John Terry, Kieron Jecchinis, Kirk Taylor, Tim Colceri, Jon Stafford, Bruce Boa, Ian Tyler, Sal Lopez, Gary Landon Mills, Papillon Soo, Peter Edmund, Ngoc Le, Leanne Hong, Tan Hung Francione, Marcus D'Amico, Costas Dino Chimona, Gil Kopel, Keith Hodiak, Peter Merrill, Herbert Norville, Nguyen Hue Phong, Duc Hu Ta, Martin Adams, Kevin Albridge, Del Anderson, Louis Barlotti, John Beddows, Patrick Benn, Steve Boucher, Adrian Bush, Tony Carey, Gary Cheeseman, Wayne Clark, Chris Cornibert, Danny Cornibert, John Curtis, John Davis, Harry Davies, Kevin Day, Gordon Duncan, Phil Elmer, Colin Elvis, Hadrian Follett, Sean Frank, David George, Laurie Gomes, Brian Goodwin, Nigel Goulding, Tony Hague, Steve Hands, Chris Harris, Robert E. Hartenberger, Derek Hart, Barry Hayes, Tony Hayes, Robin Hedgeland, Duncan Henry, Kenneth Head, Liam Hogan, Trevor Hogan, Luke Hogdal, Steve Hudson, Tony Howard, Sean Lamming, Dan Landin, Tony Leete, Nigel Lough, Terry Lowe, Frank McCardle, Gary Meyer, Brett Middleton, David Milner, Sean Minmagh, Tony Minmagh, John Morrison, Russell Mott, John Ness, Robert Booth Nichols, David Parry, Peter Rommely, Pat Sands, Jim Sarup, Chris Maybach, Al Simpson, Russell Slater, Gary Smith, Roger Smith, Tony Smith, Anthony Styliano, Bill Thompson, Mike Turjansky, Dan Weldon, Dennis Wells, Michael Anthony Williams, John Wilson, John Wonderling"
Амели,8.3,"Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta, Serge Merlin, Jamel Debbouze, Clotilde Mollet, Claire Maurier, Isabelle Nanty, Dominique Pinon, Artus de Penguern, Yolande Moreau, Urbain Cancelier, Maurice Bénichou, Michel Robin, Andrée Damant, Claude Perron, Armelle, Ticky Holgado, Kevin Dias, Flora Guiet, Amaury Babault, André Dussollier, Eugène Berthier, Marion Pressburger, Charles-Roger Bour, Luc Palun, Fabienne Chaudat, Dominique Bettenfeld, Jacques Viala, Fabien Béhar, Jonathan Joss, Jean-Pierre Becker, Jean Darie, Thierry Gibault, François Bercovici, Franck Monier, Guillaume Viry, Valérie Zarrouk, Marie-Laure Descoureaux, Sophie Tellier, Gérald Weingand, François Viaur, Paule Daré, Marc Amyot, Myriam Labbé, Jean Rupert, Frankie Pain, Julianna Kovacs, Philippe Paimblanc, Mady Malroux, Monette Malroux, Robert Gendreu, Valériane de Villeneuve, Isis Peyrade, Raymonde Heudeline, Christiane Bopp, Thierry Arfeuillères, Jerry Lucas, Patrick Paroux, François Aubineau, Philippe Beautier, Karine Asure, Régis Iacono, Franck-Olivier Bonnet, Alain Floret, Jean-Pol Brissart, Frédéric Mitterrand"
Схватка,8.3,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore, Diane Venora, Amy Brenneman, Ashley Judd, Mykelti Williamson, Wes Studi, Ted Levine, Dennis Haysbert, William Fichtner, Natalie Portman, Tom Noonan, Kevin Gage, Hank Azaria, Susan Traylor, Kim Staunton, Danny Trejo, Henry Rollins, Jerry Trimble, Martin Ferrero, Ricky Harris, Tone Loc, Begonya Plaza, Hazelle Goodman, Ray Buktenica, Jeremy Piven, Xander Berkeley, Rick Avery, Brad Baldridge, Andrew Camuccio, Brian Camuccio, Max Daniels, Vince Deadrick Jr., Charles Duke, Thomas Elfmont, Kenny Endoso, Kimberly Flynn, Steven Ford, Farrah Forke, Hannes Fritsch, Amanda Graves, Emily Graves, Niki Haris, Ted Harvey, Patricia Healy, Paul Herman, Cindy Katz, Brian Libby, Bill McIntosh, Dan Martin, Rick Marzan, Terry Miller, Paul Moyer, Daniel O'Haco, Mario Roberts, Phillip Robinson, Thomas Rosales Jr., Rainelle Saunders, Kai Soremekun, Rey Verdugo, Wendy L. Walsh, Yvonne Zima"
Вверх,8.3,"Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo, Jerome Ranft, John Ratzenberger, David Kaye, Elie Docter, Jeremy Leary, Mickie McGowan, Danny Mann, Donald Fullilove, Jess Harnell, Josh Cooley, Pete Docter, Mark Andrews, Bob Bergen, Brenda Chapman, Emma Coats, John Cygan, Paul Eiding, Tony Fucile, Teresa Ganzel, Sherry Lynn, Laraine Newman, Teddy Newton, Jeff Pidgeon, Valerie LaPointe, Jan Rabson, Bob Scott"
Заводной апельсин,8.2,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke, John Clive, Adrienne Corri, Carl Duering, Paul Farrell, Clive Francis, Michael Gover, Miriam Karlin, James Marcus, Aubrey Morris, Godfrey Quigley, Sheila Raynor, Madge Ryan, John Savident, Anthony Sharp, Philip Stone, Pauline Taylor, Margaret Tyzack, Steven Berkoff, Lindsay Campbell, Michael Tarn, David Prowse, Barrie Cookson, Jan Adair, Gaye Brown, Peter Burton, John J. Carney, Vivienne Chandler, Richard Connaught, Prudence Drage, Carol Drinkwater, Lee Fox, Cheryl Grunwald, Gillian Hills, Craig Hunter, Shirley Jaffe, Virginia Wetherell, Neil Wilson, Katya Wyeth"
Убить пересмешника,8.3,"Gregory Peck, John Megna, Frank Overton, Rosemary Murphy, Ruth White, Brock Peters, Estelle Evans, Paul Fix, Collin Wilcox Paxton, James Anderson, Alice Ghostley, Robert Duvall, William Windom, Crahan Denton, Richard Hale, Mary Badham, Phillip Alford"
Развод Надера и Симин,8.3,"Leila Hatami, Payman Maadi, Shahab Hosseini, Sareh Bayat, Sarina Farhadi, Babak Karimi, Ali-Asghar Shahbazi, Kimia Hosseini, Shirin Yazdanbakhsh, Merila Zare'i"
Афера,8.3,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning, Ray Walston, Eileen Brennan, Harold Gould, John Heffernan, Dana Elcar, Jack Kehoe, Dimitra Arliss, Robert Earl Jones, James Sloyan, Charles Dierkop, Lee Paul, Sally Kirkland, Avon Long, Arch Johnson, Ed Bakey, Brad Sullivan, John Quade, Larry D. Mann, Leonard Barr, Paulene Myers, Joe Tornatore, Jack Collins, Tom Spratley, Kenneth O'Brien, Ken Sansom, Ta-Tanisha, William 'Billy' Benedict"
Крепкий орешек,8.2,"Bruce Willis, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason, De'voreaux White, William Atherton, Hart Bochner, James Shigeta, Alan Rickman, Alexander Godunov, Bruno Doyon, Andreas Wisniewski, Clarence Gilyard Jr., Joseph Plewa, Lorenzo Caccialanza, Gérard Bonn, Dennis Hayden, Al Leong, Gary Roberts, Hans Buhringer, Wilhelm von Homburg, Robert Davi, Grand L. Bush, Bill Marcus, Rick Ducommun, Matt Landers, Carmine Zozzora, Dustyn Taylor, George Christy, Anthony Peck, Cheryl Baker, Richard Parker, David Ursin, Mary Ellen Trainor, Harri James, Shelley Pogoda, Selma Archerd, Scot Bennett, Rebecca Broussard, Kate Finlayson, Shanna Higgins, Kym Malin, Taylor Fry, Noah Land, Betty Carvalho, Kip Waldo, Mark Goldstein, Tracy Reiner, Rick Cicetti, Fred Lerner, Bill Margolin, Bob Jennings, Bruce P. Schultz, David Katz, Robert Lesser, Stella Hall, Terri Lynn Doss, Jon E. Greene, P. Randall Bowers, Michele Laybourn"
Индиана Джонс и последний крестовый поход,8.2,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison, Richard Young, Alexei Sayle, Alex Hyde-White, Paul Maxwell, Isla Blair, Vernon Dobtcheff, J.J. Hardy, Bradley Gregg, Jeff O'Haco, Vince Deadrick Sr., Marc Miles, Ted Grossman, Tim Hiser, Larry Sanders, Will Miles, David Murray, Frederick Jaeger, Jerry Harte, Billy J. Mitchell, Martin Gordon, Paul Humpoletz, Tom Branch, Graeme Crowther, Luke Hanson, Chris Jenkinson, Nicola Scott, Louis Sheldon, Stefan Kalipha, Peter Pacey, Pat Roach, Suzanne Roquette, Eugene Lipinski, George Malpas, Julie Eccles, Nina Armstrong"
Звёздочки на земле,8.3,"Darsheel Safary, Aamir Khan, Tisca Chopra, Vipin Sharma, Tanay Chheda, Sachet Engineer, Girija Oak, Lalitha Lajmi, Ravi Khanvilkar, Pratima Kulkarni, Meghna Malik, Sonali Sachdev, Sanjay Dadhich, Rajgopal Iyer, Bugs Bhargava Krishna, Shankar Sachdev, M.K. Raina, Gurkirtan, Gurdeepak Kaur, Alorika Chatterjee, Megha Bengali, Munireh Guhilot, Girish Kumar Menon, Vivekanandan, Madhav Datt, Prashant, Vitthal, Jadav, Ramit Gupta, Arnav Valcha, Brihan Lamba, Ricky, Krishn Gopinath, Ayaan, Veer Mohan, Aniket Engineer"
Метрополис,8.3,"Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge, Fritz Rasp, Theodor Loos, Erwin Biswanger, Heinrich George, Brigitte Helm"
Большой куш,8.2,"Ade, William Beck, Andy Beckwith, Ewen Bremner, Jason Buckham, Mickey Cantwell, Nicola Collins, Teena Collins, Charles Cork, James Cunningham, Sorcha Cusack, Mickey Dee, Benicio Del Toro, Sam Douglas, Dennis Farina, Jason Flemyng, Adam Fogerty, Alan Ford, Robbie Gee, Goldie, Stephen Graham, Sid Hoare, Ronald Isaac, Lennie James, Vinnie Jones, Chuck Julian, Dave Legeno, Eric Meyers, Jason Ninh Cao, Paul O'Boyle, Brad Pitt, Mike Reid, Jimmy Roussounis, Sidney Sedin, Rade Serbedzija, Jason Statham, Trevor Steedman, Yuri Stepanov, Peter Szakacs, John Taheny, Mick Theo, Andy Till, Velibor Topic, Scott Welch, Michael Hughes, Liam McMahon, James Warren, Austin Drage, Liam Donaghy, Joe Williams, John Farnell, Shaun Pearson, Dean Smith, Roy Snell, Tim Faraday, Andrew Shield"
1917,8.2,"Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth, Pip Carter, Andy Apollo, Paul Tinto, Josef Davies, Billy Postlethwaite, Gabriel Akuwudike, Andrew Scott, Spike Leighton, Robert Maaser, Gerran Howell, Adam Hugill, Mark Strong, Richard McCabe, Benjamin Adams, Anson Boon, Kenny Fullwood, Tommy French, Nabhaan Rizwan, Ryan Nolan, Elliot Baxter, Bogdan Kumshatsky, Kye Mckee, Claire Duburcq, Ivy-l Macnamara, Merlin Leonhardt, Taddeo Kufus, Jos Slovick, Luke Hornsby, Jack Shalloo, Elliot Edusah, Chris Walley, Joe Anders, Jacob James Beswick, Michael Jibson, Ian Wilson, Bradley Connor, Justin Edwards, John Hollingworth, Jamie Parker, Daniel Attwell, Samson Cox-Vinell, Jonny Lavelle, Michael Rouse, Benedict Cumberbatch, Adrian Scarborough, Richard Dempsey, Phil Cheadle, Jonah Russell, Richard Madden"
